"Step","kan_10_5_splendid-sweep-1 - Train/Accuracies_most_certain","kan_10_5_splendid-sweep-1 - Train/Accuracies_most_certain__MIN","kan_10_5_splendid-sweep-1 - Train/Accuracies_most_certain__MAX"
"57000","0.7058337983630952","0.7058337983630952","0.7058337983630952"
"58000","0.7061680385044643","0.7061680385044643","0.7061680385044643"
"59000","0.7065342494419643","0.7065342494419643","0.7065342494419643"
"60000","0.7064993722098214","0.7064993722098214","0.7064993722098214"
"61000","0.7084844680059523","0.7084844680059523","0.7084844680059523"
"62000","0.7095772879464286","0.7095772879464286","0.7095772879464286"
"63000","0.7100742885044643","0.7100742885044643","0.7100742885044643"
"64000","0.7102980840773809","0.7102980840773809","0.7102980840773809"
"65000","0.7080078125","0.7080078125","0.7080078125"
"66000","0.7113385881696429","0.7113385881696429","0.7113385881696429"
"67000","0.7143409365699405","0.7143409365699405","0.7143409365699405"
"68000","0.7128034319196429","0.7128034319196429","0.7128034319196429"
"69000","0.7153116861979166","0.7153116861979166","0.7153116861979166"
"70000","0.7148001534598214","0.7148001534598214","0.7148001534598214"
"71000","0.7148728143601191","0.7148728143601191","0.7148728143601191"
"72000","0.7169596354166666","0.7169596354166666","0.7169596354166666"
"73000","0.7179710751488095","0.7179710751488095","0.7179710751488095"
"74000","0.7169189453125","0.7169189453125","0.7169189453125"
"75000","0.7184419177827381","0.7184419177827381","0.7184419177827381"
"76000","0.7183198474702381","0.7183198474702381","0.7183198474702381"
"77000","0.7189389183407738","0.7189389183407738","0.7189389183407738"
"78000","0.7169828869047619","0.7169828869047619","0.7169828869047619"
"79000","0.7195405505952381","0.7195405505952381","0.7195405505952381"
"80000","0.7202003115699405","0.7202003115699405","0.7202003115699405"
"81000","0.7201043991815477","0.7201043991815477","0.7201043991815477"
"82000","0.7221505301339286","0.7221505301339286","0.7221505301339286"
"83000","0.7213076636904762","0.7213076636904762","0.7213076636904762"
"84000","0.7233915783110119","0.7233915783110119","0.7233915783110119"
"85000","0.7217058454241071","0.7217058454241071","0.7217058454241071"
"86000","0.7224004836309523","0.7224004836309523","0.7224004836309523"
"87000","0.7243361700148809","0.7243361700148809","0.7243361700148809"
"88000","0.7239031110491071","0.7239031110491071","0.7239031110491071"
"89000","0.7256731305803571","0.7256731305803571","0.7256731305803571"
"90000","0.7243390764508929","0.7243390764508929","0.7243390764508929"
"91000","0.7245570591517857","0.7245570591517857","0.7245570591517857"
"92000","0.7246965680803571","0.7246965680803571","0.7246965680803571"
"93000","0.7270478748139881","0.7270478748139881","0.7270478748139881"
"94000","0.72723388671875","0.72723388671875","0.72723388671875"
"95000","0.7257835751488095","0.7257835751488095","0.7257835751488095"
"96000","0.7277802966889881","0.7277802966889881","0.7277802966889881"
"97000","0.7295910063244048","0.7295910063244048","0.7295910063244048"
"98000","0.7292945498511905","0.7292945498511905","0.7292945498511905"
"99000","0.7305879138764881","0.7305879138764881","0.7305879138764881"
"100000","0.7323114304315477","0.7323114304315477","0.7323114304315477"
"101000","0.7325991675967262","0.7325991675967262","0.7325991675967262"
"102000","0.7328985305059523","0.7328985305059523","0.7328985305059523"
"103000","0.7342965262276786","0.7342965262276786","0.7342965262276786"
"104000","0.7347208658854166","0.7347208658854166","0.7347208658854166"
"105000","0.7362903413318452","0.7362903413318452","0.7362903413318452"
"106000","0.7372204008556548","0.7372204008556548","0.7372204008556548"
"107000","0.7378336588541666","0.7378336588541666","0.7378336588541666"
"108000","0.7387666248139881","0.7387666248139881","0.7387666248139881"
"109000","0.73846435546875","0.73846435546875","0.73846435546875"
"110000","0.7386387416294643","0.7386387416294643","0.7386387416294643"
"111000","0.7391619001116071","0.7391619001116071","0.7391619001116071"
"112000","0.73944091796875","0.73944091796875","0.73944091796875"
"113000","0.7401268368675595","0.7401268368675595","0.7401268368675595"
"114000","0.7409697033110119","0.7409697033110119","0.7409697033110119"
"115000","0.7417108444940477","0.7417108444940477","0.7417108444940477"
