"Step","postactivation_production: kan - Train/Losses_every_step","postactivation_production: kan - Train/Losses_every_step__MIN","postactivation_production: kan - Train/Losses_every_step__MAX","postactivation_production: mlp - Train/Losses_every_step","postactivation_production: mlp - Train/Losses_every_step__MIN","postactivation_production: mlp - Train/Losses_every_step__MAX"
"1470","2.0670910358428953","1.8343722820281982","2.275625228881836","2.2794847965240477","2.218090534210205","2.3137903213500977"
"1501","2.356598377227783","2.3281283378601074","2.382981777191162","2.108178186416626","1.413536787033081","2.3066365718841553"
"1507","2.173521375656128","1.730933666229248","2.3199048042297363","1.9799845695495606","1.143153190612793","2.298438549041748"
"1531","2.137120819091797","1.9265000820159912","2.3455352783203125","1.7431720733642577","0.950386643409729","2.3066039085388184"
"1576","2.3706809520721435","2.297556161880493","2.607051372528076","2.078652834892273","1.7526116371154785","2.2988688945770264"
"1598","2.2771491527557375","2.1901910305023193","2.31339693069458","1.0496224164962769","0.7515074014663696","1.839860200881958"
"1686","2.122052788734436","1.8117843866348267","2.3674392700195312","2.0206541538238527","1.737025260925293","2.2745707035064697"
"1702","2.1137162923812864","1.441949725151062","2.3785324096679688","2.0193211793899537","1.3774981498718262","2.311197519302368"
"1718","2.3377588272094725","2.2726829051971436","2.372279167175293","1.6321776747703551","0.7750129103660583","2.322404384613037"
"1741","2.19337797164917","1.7080860137939453","2.332867383956909","1.9877376079559326","1.0691123008728027","2.324054479598999"
"1760","2.021516442298889","1.7173527479171753","2.208016872406006","2.2833526134490967","2.2514843940734863","2.339919090270996"
"1773","1.9516499042510986","1.3082964420318604","2.275780200958252","1.875646698474884","0.7158318161964417","2.3150601387023926"
"1782","2.3214104652404783","2.2176995277404785","2.494114398956299","2.277213287353516","2.2415287494659424","2.318173885345459"
"1792","1.907714557647705","1.450610876083374","2.3935747146606445","2.1733727931976317","2.099722385406494","2.2453906536102295"
"1796","1.9055042266845703","1.28340482711792","2.373739242553711","1.968693780899048","1.1332588195800781","2.2867684364318848"
"1814","2.253570032119751","2.1176834106445312","2.3225317001342773","2.1710354328155517","1.9879448413848877","2.314789295196533"
"1821","2.2695044040679933","2.249081611633301","2.31300687789917","1.930740886926651","0.4962640106678009","2.306065797805786"
"1830","2.302506160736084","2.2800707817077637","2.3416154384613037","1.9283876419067383","1.0938009023666382","2.314192295074463"
"1832","2.267484521865845","2.1978509426116943","2.3370554447174072","2.061704683303833","1.9027312994003296","2.325371503829956"
"1833","1.8702268600463867","1.4916036128997803","2.288348436355591","1.9689483880996703","1.1260285377502441","2.297689437866211"
"1846","2.2892107009887694","2.205082654953003","2.369993209838867","1.9040236949920655","1.2350237369537354","2.312375068664551"
"1897","2.176352858543396","1.8262125253677368","2.370192050933838","1.8301304578781128","0.7985895872116089","2.3013734817504883"
"1933","2.2383502960205077","1.5181825160980225","2.4871554374694824","1.725472867488861","0.8681302666664124","2.288540840148926"
"1944","2.142437291145325","1.811299443244934","2.3059990406036377","2.1356722593307493","1.6060272455215454","2.324270248413086"
"1956","2.3388873100280763","2.283989667892456","2.383378505706787","1.999224877357483","0.9974914789199829","2.3120641708374023"
"1985","1.8404393911361694","1.115811824798584","2.3304998874664307","1.6650291681289673","0.8501158952713013","2.3036282062530518"
"1991","1.8760646343231202","1.302677869796753","2.271822452545166","1.7603217363357544","0.8883316516876221","2.2896909713745117"
"2014","2.1412939548492433","1.4425365924835205","2.3847336769104004","2.070980930328369","1.4884307384490967","2.3150415420532227"
"2028","2.4317156791687013","2.24721097946167","2.848428726196289","2.183351755142212","1.8700721263885498","2.3101987838745117"
"2034","2.0571394205093383","1.440186858177185","2.241852283477783","2.2105151176452638","2.0838751792907715","2.322856903076172"
"2049","2.094011926651001","1.717556118965149","2.3009438514709473","1.9466699361801147","1.6127163171768188","2.267307758331299"
"2068","2.3100648880004884","2.2471299171447754","2.3597612380981445","1.9690825700759889","1.7159212827682495","2.1683692932128906"
"2098","2.328197383880615","2.323343276977539","2.3363094329833984","1.9376576662063598","1.4275438785552979","2.2926950454711914"
"2105","2.1775244235992433","1.8838295936584473","2.3670103549957275","2.1517786979675293","1.834648609161377","2.31371808052063"
"2143","2.276727485656738","2.1894140243530273","2.3189992904663086","1.531420636177063","0.8759148120880127","1.9344840049743652"
"2152","2.0971107482910156","1.9094785451889038","2.324158191680908","1.6352647542953491","0.9801793098449707","2.1459951400756836"
"2164","2.3268637657165527","2.20304274559021","2.4166457653045654","2.0760464429855348","1.8128606081008911","2.303893804550171"
"2171","2.2573862075805664","2.0873944759368896","2.3234329223632812","2.1404442310333254","1.7902090549468994","2.311697006225586"
"2184","2.2900426387786865","2.22678279876709","2.4093222618103027","2.077387309074402","1.8896775245666504","2.3106682300567627"
"2187","2.1714827537536623","1.7825233936309814","2.279420852661133","1.9773689746856689","1.8698318004608154","2.3045525550842285"
"2189","1.9963916540145874","1.201844334602356","2.319329023361206","1.7994936466217042","0.7114938497543335","2.1648294925689697"
"2201","2.040982174873352","1.5485597848892212","2.3004074096679688","1.825345253944397","1.0704015493392944","2.201547861099243"
"2203","2.154717779159546","1.4085934162139893","2.592160701751709","1.8812942504882812","1.1723949909210205","2.316657066345215"
"2213","2.299823522567749","2.2763710021972656","2.323073387145996","1.5869118452072144","0.7339274883270264","2.310628652572632"
"2247","1.976527214050293","1.0102777481079102","2.2969398498535156","1.3411206245422362","0.6708954572677612","2.232889413833618"
"2263","2.3002195358276367","2.2708959579467773","2.343268394470215","2.035495400428772","1.856459379196167","2.282160997390747"
"2272","2.2547276973724366","2.0495219230651855","2.3302297592163086","2.0223604679107665","1.0680856704711914","2.2862486839294434"
"2283","2.092332887649536","1.5140531063079834","2.3019514083862305","1.9885473489761352","1.7794914245605469","2.1926002502441406"
"2295","2.313142108917236","2.2606372833251953","2.410660743713379","1.83037326335907","0.6204074621200562","2.286196708679199"
"2302","2.1033308506011963","1.1958222389221191","2.355841636657715","2.0655709981918333","1.6427239179611206","2.278024196624756"
"2328","2.2780632972717285","2.129438877105713","2.658473491668701","2.0205379486083985","1.729910135269165","2.210909605026245"
"2352","2.164747881889343","1.6572195291519165","2.3196420669555664","1.9152020692825318","1.107325553894043","2.243901252746582"
"2378","2.29306583404541","2.284085750579834","2.296980857849121","2.1270379066467284","1.835465669631958","2.311103582382202"
"2419","2.2862401008605957","2.2127485275268555","2.3790457248687744","2.165509486198425","1.8390544652938843","2.292858123779297"
"2422","2.1010385036468504","1.1821091175079346","2.4334611892700195","2.0860618591308593","1.8218088150024414","2.284428119659424"
"2428","2.337032175064087","2.282041311264038","2.4732422828674316","1.8128202199935912","1.0354764461517334","2.250300407409668"
"2429","2.2633039474487306","2.1101584434509277","2.3435006141662598","1.7485632419586181","0.8291105031967163","2.2940211296081543"
"2459","2.0770663738250734","1.1632883548736572","2.321455478668213","2.1711380004882814","1.9851531982421875","2.2876386642456055"
"2533","2.1659178018569945","1.6330461502075195","2.4134886264801025","2.0338667154312136","1.8003531694412231","2.2110345363616943"
"2542","2.3135497093200685","2.286756753921509","2.3406991958618164","1.6234238266944885","0.882969081401825","2.25282621383667"
"2549","2.3196486473083495","2.015422821044922","2.5126261711120605","1.605980348587036","0.7964123487472534","2.272813081741333"
"2563","2.313759469985962","2.303300142288208","2.332756519317627","1.7731093645095826","1.4335365295410156","2.105201244354248"
"2573","2.362348127365112","2.3169288635253906","2.4448318481445312","2.1292999029159545","1.8177326917648315","2.283808469772339"
"2590","2.282882022857666","2.1297435760498047","2.3797926902770996","1.3199944496154785","0.8392224311828613","2.016024112701416"
"2624","1.7236231088638305","0.9435602426528931","2.3380680084228516","2.038810682296753","1.6944184303283691","2.2942280769348145"
"2662","2.0606051445007325","1.2299528121948242","2.293382167816162","1.8699273586273193","1.184834599494934","2.2378392219543457"
"2672","2.225121355056763","1.9748058319091797","2.299323320388794","1.6002903819084167","0.8028427958488464","2.235961437225342"
"2707","1.9559384107589721","1.3846598863601685","2.3130249977111816","2.1646061182022094","1.811238408088684","2.3137686252593994"
"2732","2.3032877445220947","2.2729501724243164","2.341541290283203","1.9430421590805054","0.8924587965011597","2.252584457397461"
"2752","2.056149482727051","1.719054102897644","2.332413673400879","1.812598991394043","1.5935040712356567","2.0447192192077637"
"2815","2.3760446071624757","2.187756299972534","2.5803420543670654","1.6900774717330933","0.761650562286377","2.1844189167022705"
"2821","2.37349009513855","2.265939235687256","2.7385902404785156","1.7178144454956055","0.6808992624282837","2.2906816005706787"
"2833","2.2833276748657227","2.229722261428833","2.3228304386138916","1.918897771835327","0.9936470985412598","2.3087730407714844"
"2836","2.296571397781372","2.237856864929199","2.376805305480957","2.107545566558838","1.795945167541504","2.27526593208313"
"2863","2.416691541671753","2.3197524547576904","2.520160675048828","2.0517299652099608","1.494696855545044","2.2998955249786377"
"2874","2.304597043991089","2.2721714973449707","2.3511996269226074","2.0712687492370607","1.78733229637146","2.261723041534424"
"2902","2.068196725845337","1.170623779296875","2.3502655029296875","1.7175374627113342","0.6601739525794983","2.1800355911254883"
"2911","2.1199132919311525","1.6937923431396484","2.2511544227600098","2.0141215562820434","1.654892921447754","2.2607364654541016"
"2958","2.264227199554443","2.191688060760498","2.3152379989624023","1.8441671490669251","0.9205302596092224","2.294943332672119"
"2975","2.254670000076294","2.1107048988342285","2.3211545944213867","1.533590030670166","0.6498206853866577","2.1973495483398438"
"2977","2.0562151670455933","1.089950680732727","2.393392562866211","2.043081521987915","1.8174889087677002","2.2715487480163574"
"2992","2.289770078659058","2.2252166271209717","2.34657621383667","1.4263516426086427","0.5247561931610107","2.288503646850586"
"3003","2.3028829097747803","2.275362968444824","2.348672866821289","2.031720685958862","1.7266743183135986","2.238290309906006"
"3029","1.8488112211227417","1.2941505908966064","2.271244525909424","1.6320114612579346","0.5521683692932129","2.243433952331543"
"3068","2.1856405258178713","2.0695724487304688","2.2824649810791016","2.06281316280365","1.8043901920318604","2.302577495574951"
"3073","2.1440761566162108","1.7004787921905518","2.282226800918579","1.905407428741455","0.7297861576080322","2.3183422088623047"
"3091","2.1577166080474854","1.6837141513824463","2.2954235076904297","2.089396929740906","1.4806596040725708","2.27006459236145"
"3096","2.2426120758056642","2.1604251861572266","2.3087830543518066","2.0343101024627686","0.9687573909759521","2.317016839981079"
"3117","2.22457754611969","1.8890999555587769","2.3407747745513916","1.888537335395813","0.8960012197494507","2.308403730392456"
"3121","2.120771074295044","1.7182881832122803","2.416586399078369","1.9592799901962281","1.455195665359497","2.276336669921875"
"3124","2.2662708282470705","2.1034693717956543","2.3110246658325195","1.5409352660179139","0.6078365445137024","2.261416435241699"
"3163","2.3119372844696047","2.2116432189941406","2.4568674564361572","1.455873727798462","0.6736785173416138","1.9819011688232422"
"3167","2.0577189922332764","1.0650887489318848","2.352454662322998","2.12707257270813","1.6115057468414307","2.2913713455200195"
"3214","2.3213233947753906","2.3074240684509277","2.343919038772583","1.8316462278366088","0.8118609189987183","2.298272132873535"
"3215","2.2201126337051393","1.8700898885726929","2.325108766555786","1.7688146710395813","0.9935205578804016","2.2784223556518555"
"3273","2.2952638149261473","2.259429693222046","2.3109588623046875","1.83390474319458","1.4683542251586914","2.136415481567383"
"3274","1.8963662028312682","0.9314433932304382","2.3224611282348633","1.7469732284545898","1.4465796947479248","2.2367677688598633"
"3306","2.025578022003174","1.0046436786651611","2.2992260456085205","2.219490337371826","2.1495957374572754","2.3222601413726807"
"3316","2.13016095161438","1.5893192291259766","2.2886013984680176","1.9848936796188354","1.5717722177505493","2.262437582015991"
"3335","2.007138967514038","1.0888726711273193","2.245913505554199","1.7165453672409057","1.0545459985733032","2.255758285522461"
"3341","1.6756791114807128","0.9390828013420105","2.319246768951416","1.8961065769195558","1.0670418739318848","2.2334303855895996"
"3356","2.2765311717987062","2.235408306121826","2.3409862518310547","1.8288942098617553","0.9030474424362183","2.2317514419555664"
"3372","2.2384318351745605","2.077681064605713","2.3106062412261963","2.077444887161255","1.5671453475952148","2.3105602264404297"
"3417","1.8692448139190674","1.2382102012634277","2.3826842308044434","2.1446414947509767","1.653557300567627","2.2973251342773438"
"3444","2.2825501918792725","2.259518623352051","2.3136978149414062","1.6485576391220094","0.8276535272598267","2.266517162322998"
"3494","2.2802894592285154","2.256715774536133","2.3035342693328857","2.032268261909485","1.680593729019165","2.271242141723633"
"3506","2.281681776046753","2.2087817192077637","2.408303737640381","1.6730315685272217","0.6847810745239258","2.0812463760375977"
"3528","1.8119921922683715","1.0167144536972046","2.2616987228393555","1.9536741256713868","1.6403834819793701","2.238412380218506"
"3557","2.1299548149108887","2.02876615524292","2.2644996643066406","2.007480525970459","1.6094448566436768","2.299337148666382"
"3563","2.3001224994659424","2.2581119537353516","2.3479697704315186","1.6127327919006347","0.7213397026062012","2.2658615112304688"
"3595","2.482446575164795","2.268352508544922","2.7406418323516846","1.681818413734436","0.5257846117019653","2.3010706901550293"
"3599","2.053118085861206","1.2314038276672363","2.312404155731201","1.9321864128112793","1.5544614791870117","2.3252930641174316"
"3602","2.272762155532837","2.139037847518921","2.4904837608337402","1.9857398509979247","1.4554173946380615","2.3015823364257812"
"3608","2.028052306175232","1.0731266736984253","2.2911505699157715","1.727874183654785","0.7064967155456543","2.217489242553711"
"3610","2.157986116409302","1.9736878871917725","2.2920336723327637","1.8099626541137694","0.6680335998535156","2.3017208576202393"
"3656","2.2367823123931885","2.218817710876465","2.2589356899261475","1.7275499939918517","0.6431096196174622","2.257967948913574"
"3673","2.2013041496276857","2.0866546630859375","2.2936275005340576","1.8976595878601075","1.676978349685669","2.278224468231201"
"3740","2.2367276668548586","2.0262956619262695","2.3267202377319336","1.6591267585754395","0.5545077323913574","2.2587971687316895"
"3749","1.5853706359863282","1.003240704536438","2.0892019271850586","1.7315757989883422","0.8175078630447388","2.229104518890381"
"3758","2.292633628845215","2.1145122051239014","2.418907642364502","1.7985430240631104","1.183250904083252","2.2858355045318604"
"3794","2.176642107963562","1.7015279531478882","2.3654093742370605","1.66898033618927","0.8681710958480835","2.2564711570739746"
"3803","1.789963150024414","1.120088815689087","2.5477828979492188","1.9774375677108764","1.714341163635254","2.353159189224243"
"3818","2.218755340576172","2.060007095336914","2.3221380710601807","1.4180352449417115","0.7254032492637634","2.0790438652038574"
"3836","2.2472797870635985","2.019824981689453","2.3163981437683105","1.7918498516082764","0.7583587169647217","2.3381776809692383"
"3857","1.9345769166946412","0.788638710975647","2.2793221473693848","1.8699156999588014","1.4190160036087036","2.2521870136260986"
"3871","1.7723119974136352","1.1371029615402222","2.24729061126709","1.6960341215133667","1.0032234191894531","2.0413756370544434"
"3878","2.1613991260528564","2.01271390914917","2.2960867881774902","1.7054572343826293","0.959032416343689","2.14648175239563"
"3887","2.2748350620269777","2.1115806102752686","2.6875219345092773","1.7732324481010437","0.5976887345314026","2.316032886505127"
"3892","2.2827916145324707","2.1673367023468018","2.3582491874694824","1.612269139289856","0.5137511491775513","2.286078691482544"
"3910","2.285326290130615","2.201180934906006","2.354870319366455","1.968785786628723","1.5955088138580322","2.2992546558380127"
"3921","2.2818321228027343","2.225727081298828","2.445246696472168","1.7623522520065307","1.3580546379089355","2.2838191986083984"
"3974","2.135070538520813","1.9374330043792725","2.3039143085479736","1.9577032327651978","1.4384329319000244","2.220559597015381"
"3993","1.8691865921020507","1.0032259225845337","2.2718591690063477","1.8084816455841064","0.5774737596511841","2.323014736175537"
"4009","2.1312870502471926","1.7733469009399414","2.3128550052642822","1.6883108139038085","0.9733891487121582","2.2652316093444824"
"4012","2.250557804107666","2.1517117023468018","2.346911907196045","2.1317928314208983","2.0385947227478027","2.2753915786743164"
"4016","2.263966274261475","2.1880428791046143","2.3048501014709473","1.9295942306518554","1.3675363063812256","2.192903757095337"
"4032","2.015433502197266","1.013390302658081","2.292786121368408","1.8447034358978271","1.5096423625946045","2.1802711486816406"
"4054","2.1844170093536377","2.1226625442504883","2.328585624694824","1.3838034510612487","0.49493175745010376","2.2226924896240234"
"4101","1.890835976600647","1.0113829374313354","2.240180015563965","2.088720107078552","1.405861735343933","2.3340659141540527"
"4114","2.1751113653182985","1.6718181371688843","2.3032381534576416","1.970224666595459","1.4046428203582764","2.3238120079040527"
"4131","2.2299286842346193","2.1592845916748047","2.294485569000244","1.8578027486801147","0.7547720670700073","2.296093463897705"
"4148","1.9331775188446045","0.8353841304779053","2.3223302364349365","1.8718592166900634","0.9753648042678833","2.2797322273254395"
"4162","2.1961153507232667","2.149658679962158","2.271575927734375","1.5647340178489686","0.5075461864471436","2.1900196075439453"
"4163","2.2156468868255614","1.9594776630401611","2.3421335220336914","2.0345836162567137","1.5022459030151367","2.2998640537261963"
"4175","1.720697546005249","1.031249761581421","2.3145923614501953","1.5358011960983275","0.567947268486023","2.227109432220459"
"4184","2.196612071990967","2.080393075942993","2.257084608078003","1.7543301224708556","0.8020628094673157","2.231048583984375"
"4213","2.2257641315460206","1.9947259426116943","2.3043715953826904","1.234476673603058","0.46691423654556274","2.0555295944213867"
"4281","2.2184379577636717","1.8561770915985107","2.345242977142334","1.976092767715454","0.9607491493225098","2.3300485610961914"
"4321","2.2581806659698485","2.217282772064209","2.3140487670898438","1.8147691488265991","1.5210728645324707","2.1301751136779785"
"4337","2.183967924118042","2.0139670372009277","2.3122305870056152","1.2716514945030213","0.7141631245613098","1.6560962200164795"
"4349","1.9993592500686646","1.5977630615234375","2.2799901962280273","1.4274370193481445","0.4749760031700134","2.062157154083252"
"4369","1.8575300693511962","0.715843677520752","2.3098435401916504","2.146904182434082","1.9170007705688477","2.281240463256836"
"4402","2.019985795021057","1.1288658380508423","2.2737574577331543","1.4508823037147522","0.36417025327682495","2.154445171356201"
"4420","2.257299518585205","2.184398889541626","2.3380813598632812","2.0050620317459105","1.4053972959518433","2.3010568618774414"
"4424","1.8416612148284912","0.6956443786621094","2.3202133178710938","2.160508632659912","1.774280071258545","2.332618236541748"
"4425","2.0245853424072267","1.9230871200561523","2.23116135597229","2.058630657196045","1.5019667148590088","2.2685370445251465"
"4447","2.071981930732727","1.8692140579223633","2.2955551147460938","1.9224340200424195","1.5034183263778687","2.2591371536254883"
"4453","2.179817056655884","2.017470359802246","2.2981932163238525","1.4300084710121155","0.6352205872535706","2.2089972496032715"
"4481","2.0628037452697754","1.1657257080078125","2.3390159606933594","1.3690949201583862","1.1405572891235352","1.740203619003296"
